application_id,organization_id,organization_name,industry_sector,region,application_date,loan_amount_requested_usd,loan_amount_approved_usd,loan_purpose,tenure_years,interest_rate_percent,collateral_value_usd,credit_score,risk_category,financial_health_score,annual_revenue_usd,net_profit_margin_percent,decision_status,relationship_manager_id,value_domain,data_segment,data_domain
APP100361,ORG20252,"Logan, Maldonado and Harris",Manufacturing,Central,2025-01-06,21576206.88,0.0,Debt Refinancing,14,5.6,30748549.17,438,Critical,4.52,43075353.05,-6.28,Pending,RM4230,Risk,Origination Data,Origination Data
APP100362,ORG23953,"Brown, Frye and Bailey",Telecommunications,South,2025-09-15,23778456.89,21125610.942913625,Business Expansion,15,13.8,14858072.52,621,Medium,1.26,97892006.04,3.3,Pending,RM4505,Risk,Origination Data,Origination Data
APP100363,ORG22996,Wells Inc,IT Services,Central,2025-09-15,42283132.58,26130243.585119996,Debt Refinancing,13,4.66,43919674.18,477,High,3.93,73704021.72,36.24,Approved,RM5356,Risk,Origination Data,Origination Data
APP100364,ORG24715,Cox-Olson,Real Estate,North,2024-07-13,7803496.85,7114506.82551763,Equipment Purchase,7,12.65,6263902.86,370,Critical,3.68,49019887.33,25.2,Approved,RM6013,Risk,Origination Data,Origination Data
APP100365,ORG21403,"Warren, Sandoval and Adams",Real Estate,Central,2024-12-22,14931403.89,12376128.413616626,Equipment Purchase,14,9.58,17831951.62,741,Medium,6.26,37785226.46,-4.66,Approved,RM7131,Risk,Origination Data,Origination Data
APP100366,ORG27111,Kent-Dominguez,Finance,Central,2024-03-15,48189239.32,44054939.61243492,Business Expansion,11,7.96,62478167.62,399,Critical,1.52,77471058.66,19.27,Rejected,RM8074,Risk,Origination Data,Origination Data
APP100367,ORG28462,Young Ltd,Telecommunications,East,2024-03-31,14201410.97,9806677.967453698,Infrastructure Development,10,9.01,13124784.37,722,Medium,2.81,68582790.13,-3.02,Rejected,RM8467,Risk,Origination Data,Origination Data
APP100368,ORG28955,Butler LLC,Telecommunications,East,2025-03-22,31594408.68,26633786.153395597,Business Expansion,5,5.81,31385697.73,364,Critical,5.92,15504522.12,3.76,Pending,RM1592,Risk,Origination Data,Origination Data
APP100369,ORG23490,Evans LLC,Real Estate,West,2024-02-25,599382.98,461873.11349041195,R&D Investment,13,14.06,462087.84,824,Low,6.87,91625881.88,26.19,Rejected,RM7853,Risk,Origination Data,Origination Data
APP100370,ORG28318,"Jimenez, Miller and Strong",Healthcare,North,2024-05-07,45500279.49,38697550.10229222,Equipment Purchase,11,7.13,55278218.24,641,Medium,2.98,96791850.2,-0.29,Pending,RM1504,Risk,Origination Data,Origination Data
APP100371,ORG21187,David LLC,Real Estate,South,2024-06-17,19006300.94,18572724.070343085,Working Capital,2,13.25,11495780.61,380,Critical,6.8,10264833.87,-5.98,Pending,RM9474,Risk,Origination Data,Origination Data
APP100372,ORG24825,Lee and Sons,Construction,North,2024-06-07,20880344.99,0.0,R&D Investment,8,8.94,21537159.35,465,High,8.97,16754235.42,33.91,Rejected,RM5317,Risk,Origination Data,Origination Data
APP100373,ORG26686,Castaneda LLC,Construction,Central,2025-09-17,45184917.6,0.0,Working Capital,13,14.33,43092309.93,676,Medium,7.32,72765110.4,21.39,Rejected,RM1128,Risk,Origination Data,Origination Data
APP100374,ORG23520,Richards Group,Manufacturing,North,2023-12-12,44528312.03,32600923.417252593,Infrastructure Development,4,10.16,30083961.41,736,Medium,9.93,32400189.26,10.58,Approved,RM6819,Risk,Origination Data,Origination Data
APP100375,ORG22859,French-Weaver,IT Services,North,2024-02-23,22320239.81,16011931.735329526,Working Capital,15,12.02,27959405.44,354,Critical,8.25,47297560.11,7.92,Pending,RM4827,Risk,Origination Data,Origination Data
APP100376,ORG22343,"Rodriguez, Mills and Oconnell",Hospitality,North,2025-01-26,9638669.59,6845126.101662174,Infrastructure Development,10,7.97,13062209.26,418,Critical,4.08,60617198.45,18.06,Pending,RM7326,Risk,Origination Data,Origination Data
APP100377,ORG24418,Bailey Ltd,Transport,Central,2025-05-04,9096044.16,8598604.443238301,Infrastructure Development,1,9.75,9854283.9,715,Medium,2.82,52091770.89,18.31,Rejected,RM5478,Risk,Origination Data,Origination Data
APP100378,ORG20172,Pope LLC,Telecommunications,West,2024-03-02,44628241.46,32325800.95956585,Debt Refinancing,4,13.9,44373084.78,494,High,5.1,97672440.71,24.64,Rejected,RM6531,Risk,Origination Data,Origination Data
APP100379,ORG26866,"Mason, Mays and Benson",Real Estate,North,2024-08-10,38790431.64,23357135.054265644,Debt Refinancing,8,7.74,34690684.3,866,Low,6.85,49980088.42,24.68,Pending,RM3459,Risk,Origination Data,Origination Data
APP100380,ORG25553,Ramirez-Martinez,Construction,Central,2025-06-02,13621254.33,13617530.305837214,Working Capital,12,4.61,17938151.59,876,Low,6.63,24953278.4,8.8,Rejected,RM3109,Risk,Origination Data,Origination Data
APP100381,ORG27527,"Warner, Cox and Wright",Healthcare,South,2025-03-09,35030321.75,0.0,R&D Investment,9,11.86,49152908.54,844,Low,7.85,64893158.03,10.02,Pending,RM3371,Risk,Origination Data,Origination Data
APP100382,ORG23570,"Davis, Livingston and Rosales",Retail,Central,2023-11-05,10311898.89,8028972.651679301,Debt Refinancing,5,4.61,14284250.13,598,High,8.04,15757261.48,17.44,Pending,RM1410,Risk,Origination Data,Origination Data
APP100383,ORG27438,Kirby LLC,Real Estate,Central,2024-12-08,48841335.56,41439476.008617125,Infrastructure Development,13,8.83,64734985.97,864,Low,3.52,81143584.49,28.84,Approved,RM6434,Risk,Origination Data,Origination Data
APP100384,ORG28625,"Miller, Davis and Pierce",Construction,West,2024-03-12,24315420.77,22172180.531693075,Debt Refinancing,7,6.44,17269387.86,484,High,3.8,2000959.39,1.78,Pending,RM6297,Risk,Origination Data,Origination Data
APP100385,ORG28181,Murphy Ltd,Manufacturing,West,2024-08-08,41468440.57,38595857.206958726,Debt Refinancing,10,8.09,49004856.53,675,Medium,4.94,23205958.3,-9.87,Rejected,RM6543,Risk,Origination Data,Origination Data
APP100386,ORG25131,"Allen, Cameron and Henderson",Hospitality,East,2025-07-17,43054471.96,39941910.576164834,R&D Investment,4,5.13,36119715.95,711,Medium,6.71,80142923.14,36.87,Approved,RM6638,Risk,Origination Data,Origination Data
APP100387,ORG28709,Moreno Ltd,Manufacturing,North,2024-01-23,15769896.96,14980643.48464042,Infrastructure Development,4,5.16,18756189.73,787,Low,5.82,14119721.92,10.79,Approved,RM5559,Risk,Origination Data,Origination Data
APP100388,ORG22652,"Oliver, Neal and Huff",Hospitality,North,2025-10-07,37020091.48,25724873.672698457,Business Expansion,10,9.39,24472178.31,774,Low,2.63,56188504.03,4.5,Rejected,RM8751,Risk,Origination Data,Origination Data
APP100389,ORG29667,Reynolds and Sons,Manufacturing,West,2024-11-24,35076855.3,22408482.2665499,Working Capital,2,12.23,27445839.61,598,High,9.05,63790823.43,-2.47,Pending,RM1073,Risk,Origination Data,Origination Data
APP100390,ORG21675,Weaver-Nichols,Hospitality,East,2025-08-08,6635535.06,4556008.954877836,Debt Refinancing,12,6.75,9055377.04,593,High,8.43,59611274.95,29.66,Pending,RM3277,Risk,Origination Data,Origination Data
APP100391,ORG22768,Snyder Ltd,Healthcare,South,2023-12-26,31408489.95,21551813.54544,Business Expansion,1,10.8,23742552.43,876,Low,3.96,83114449.59,37.96,Rejected,RM4671,Risk,Origination Data,Origination Data
APP100392,ORG21597,Johnson and Sons,Retail,North,2024-03-28,3446492.28,2479686.3362931525,Infrastructure Development,12,8.91,3791803.99,849,Low,1.19,40035026.91,-6.99,Rejected,RM4301,Risk,Origination Data,Origination Data
APP100393,ORG21249,Simon-Coleman,Manufacturing,North,2024-12-31,39218150.63,35535705.86167919,Working Capital,2,13.13,51953739.33,612,Medium,5.58,32471242.36,23.07,Approved,RM7998,Risk,Origination Data,Origination Data
APP100394,ORG20336,Gamble PLC,Healthcare,South,2025-02-18,543130.83,384373.2599866514,R&D Investment,15,5.7,368690.78,434,Critical,3.48,22759490.14,-7.0,Pending,RM5889,Risk,Origination Data,Origination Data
APP100395,ORG28921,Martin and Sons,Retail,West,2025-08-31,38218234.64,27034614.677210554,Working Capital,12,13.19,21773004.92,696,Medium,6.75,22929042.52,22.47,Rejected,RM3004,Risk,Origination Data,Origination Data
APP100396,ORG20877,"Anderson, Perkins and Willis",Finance,Central,2025-05-02,35639067.71,35352606.66402249,Working Capital,3,10.72,44060301.81,735,Medium,2.65,82612968.43,39.55,Approved,RM3972,Risk,Origination Data,Origination Data
APP100397,ORG27672,"Walker, Hunt and Doyle",Manufacturing,South,2024-10-26,17889951.4,0.0,Business Expansion,6,5.1,14722131.29,774,Low,5.38,56004858.12,33.18,Approved,RM2388,Risk,Origination Data,Origination Data
APP100398,ORG27662,Powell Group,Retail,Central,2025-08-14,44602297.3,28305855.937138353,Working Capital,11,14.23,26677216.88,567,High,3.21,31310407.35,-7.59,Rejected,RM9891,Risk,Origination Data,Origination Data
APP100399,ORG26463,Mack PLC,Real Estate,North,2024-09-15,25159338.27,16268567.920912536,Working Capital,7,7.26,26606486.64,712,Medium,3.46,81645873.92,5.48,Approved,RM6413,Risk,Origination Data,Origination Data
APP100400,ORG21124,Warner-Johnson,Healthcare,North,2024-12-27,3047124.31,0.0,R&D Investment,11,7.25,4550071.23,624,Medium,6.74,45253918.63,-1.19,Rejected,RM6977,Risk,Origination Data,Origination Data
APP100401,ORG21145,Bray PLC,Manufacturing,South,2025-10-16,18144298.88,12505266.274741795,Debt Refinancing,10,6.55,14956333.67,685,Medium,4.62,86624211.18,15.32,Rejected,RM8543,Risk,Origination Data,Origination Data
APP100402,ORG26808,"Moran, Fitzgerald and Johnson",Finance,South,2024-03-19,1216249.71,980957.4984030084,Debt Refinancing,9,12.31,695593.38,810,Low,8.3,49526546.27,-4.35,Pending,RM2077,Risk,Origination Data,Origination Data
APP100403,ORG29142,Monroe Group,Transport,East,2025-02-03,44414876.72,42254630.14935543,Business Expansion,9,9.67,32859311.01,626,Medium,5.09,52306180.45,0.45,Rejected,RM5234,Risk,Origination Data,Origination Data
APP100404,ORG25872,"Jones, Bowers and Martinez",Transport,South,2025-06-08,3249663.18,2005895.7828154515,Business Expansion,11,12.49,1943803.8,704,Medium,9.49,14275236.25,22.88,Pending,RM3593,Risk,Origination Data,Origination Data
APP100405,ORG25932,"Holmes, Taylor and Atkinson",Real Estate,North,2024-07-11,42557934.87,36001078.35734147,Equipment Purchase,9,6.75,35542274.16,875,Low,7.64,95743429.69,25.67,Rejected,RM1321,Risk,Origination Data,Origination Data
APP100406,ORG23577,Anderson Ltd,Retail,South,2025-07-20,29939453.92,29160189.43781784,Infrastructure Development,8,13.66,31310949.18,791,Low,9.85,36444757.76,6.18,Rejected,RM1466,Risk,Origination Data,Origination Data
APP100407,ORG23556,Smith-Harrison,Telecommunications,East,2023-12-30,20005464.01,14201348.631407507,Debt Refinancing,3,4.86,17753699.28,330,Critical,2.31,56805640.54,33.11,Approved,RM9828,Risk,Origination Data,Origination Data
APP100408,ORG25914,Cox-Black,Healthcare,South,2024-06-06,23195768.39,17141911.692129835,Infrastructure Development,7,5.41,30123867.49,544,High,3.84,49245665.87,2.42,Rejected,RM8935,Risk,Origination Data,Origination Data
APP100409,ORG24082,Smith-Scott,Hospitality,Central,2023-12-23,5349057.49,4888684.8151763445,R&D Investment,15,7.26,4444104.41,605,Medium,8.46,6872571.33,4.9,Approved,RM4653,Risk,Origination Data,Origination Data
APP100410,ORG28478,Wilkerson-Bray,Construction,East,2024-05-11,13763709.47,13732009.700969346,Business Expansion,4,5.42,8372995.68,886,Low,4.88,89213541.08,-7.72,Rejected,RM5349,Risk,Origination Data,Origination Data
APP100411,ORG26023,"Adams, Hall and Bryan",Retail,North,2024-01-05,29988444.38,24821742.15937329,Equipment Purchase,10,4.63,17753338.05,697,Medium,7.47,32638404.39,36.84,Approved,RM5992,Risk,Origination Data,Origination Data
APP100412,ORG26672,Sampson-Rice,Retail,Central,2025-05-04,22237550.39,16990967.102063894,Equipment Purchase,8,14.05,17569229.29,633,Medium,2.76,35041195.67,-3.18,Rejected,RM4007,Risk,Origination Data,Origination Data
APP100413,ORG22225,Gross Inc,Real Estate,North,2025-02-18,5301102.36,5157943.196124939,Business Expansion,8,14.49,7519769.15,604,Medium,7.6,24835409.17,2.16,Pending,RM6732,Risk,Origination Data,Origination Data
APP100414,ORG27924,"Jones, Bush and Cortez",Real Estate,Central,2024-08-04,43650224.9,39727192.93192991,Equipment Purchase,6,8.32,45596337.76,895,Low,1.72,49258182.46,37.92,Approved,RM3122,Risk,Origination Data,Origination Data
APP100415,ORG28919,Martin and Sons,Construction,North,2025-05-12,16709830.34,13080679.319777774,Equipment Purchase,7,4.8,19713589.84,446,Critical,6.03,41626706.28,25.79,Rejected,RM5753,Risk,Origination Data,Origination Data
APP100416,ORG21980,Perry-Price,Finance,Central,2025-08-08,7615129.23,4948605.793739876,Business Expansion,3,7.86,7509030.56,826,Low,5.24,9140072.97,23.25,Pending,RM7369,Risk,Origination Data,Origination Data
APP100417,ORG25835,Sexton-Wyatt,Hospitality,North,2024-04-19,45312693.85,36342398.16413143,Working Capital,10,8.35,50510575.34,666,Medium,5.98,27707825.82,16.42,Approved,RM7686,Risk,Origination Data,Origination Data
APP100418,ORG23935,Hill-Moon,Hospitality,Central,2024-04-04,39954449.35,37408327.533598736,Debt Refinancing,4,8.95,35727107.37,382,Critical,8.62,99125309.15,36.6,Approved,RM4995,Risk,Origination Data,Origination Data
APP100419,ORG29973,Hampton-Hopkins,Telecommunications,East,2024-10-21,30080464.89,23973762.620900426,Debt Refinancing,4,4.57,17485159.07,834,Low,3.73,66083600.38,11.11,Rejected,RM7750,Risk,Origination Data,Origination Data
APP100420,ORG28536,"Weber, Ward and Kennedy",IT Services,South,2025-04-17,27230046.42,22487415.47868278,Debt Refinancing,9,6.29,25318380.19,714,Medium,8.21,79088473.66,8.06,Approved,RM4381,Risk,Origination Data,Origination Data
APP100421,ORG21169,Garcia Inc,Finance,North,2024-12-30,39693918.24,25430104.27988719,Working Capital,15,14.36,31672790.12,875,Low,5.66,10683483.33,3.87,Pending,RM9550,Risk,Origination Data,Origination Data
APP100422,ORG23044,"Escobar, Bowers and Williamson",Healthcare,East,2023-12-26,49501398.27,0.0,Debt Refinancing,12,6.86,55680411.74,715,Medium,1.15,76072159.65,10.41,Rejected,RM8764,Risk,Origination Data,Origination Data
APP100423,ORG21360,Duran-Thomas,IT Services,East,2024-12-31,17448308.11,11474068.014289923,Equipment Purchase,4,5.47,13729152.19,757,Low,7.38,83002917.31,6.52,Rejected,RM3490,Risk,Origination Data,Origination Data
APP100424,ORG29418,Robbins Ltd,Construction,South,2025-02-01,8916135.66,0.0,Working Capital,15,7.92,7374100.32,373,Critical,6.78,94933858.52,27.59,Pending,RM4635,Risk,Origination Data,Origination Data
APP100425,ORG25282,"Moore, Carter and Ferrell",Real Estate,West,2024-09-28,44377723.94,40992807.23215574,Working Capital,14,6.66,56253120.6,663,Medium,8.1,91892959.95,21.0,Rejected,RM6178,Risk,Origination Data,Origination Data
APP100426,ORG20420,Lutz Group,IT Services,Central,2025-09-07,38910017.68,34001641.13065573,R&D Investment,9,8.63,21386712.96,436,Critical,7.04,42472882.66,-4.74,Approved,RM9710,Risk,Origination Data,Origination Data
APP100427,ORG29171,Rice Ltd,Transport,North,2024-12-25,47323191.3,41452692.437833816,Equipment Purchase,1,8.6,49783092.98,373,Critical,2.91,56451605.74,-2.86,Approved,RM8977,Risk,Origination Data,Origination Data
APP100428,ORG27514,Wallace-Gillespie,IT Services,East,2023-10-29,21084963.05,0.0,Working Capital,2,14.12,17819613.18,538,High,8.42,26122626.32,-7.09,Pending,RM2987,Risk,Origination Data,Origination Data
APP100429,ORG20858,"Mcguire, White and Irwin",Retail,South,2024-06-05,40041961.04,29525860.96800111,Equipment Purchase,10,5.56,36234151.86,541,High,8.4,85713965.54,12.59,Pending,RM2245,Risk,Origination Data,Origination Data
APP100430,ORG25040,"Flores, Sellers and Young",Real Estate,North,2024-02-08,34450297.34,32061046.624662183,R&D Investment,11,12.09,25581345.46,563,High,9.56,19994354.39,30.22,Pending,RM4323,Risk,Origination Data,Origination Data
APP100431,ORG25437,Singh-Gutierrez,Healthcare,West,2024-07-10,23282980.89,18686371.081138976,R&D Investment,4,7.49,16152411.94,570,High,3.09,27957140.35,16.6,Approved,RM3773,Risk,Origination Data,Origination Data
APP100432,ORG24141,Smith-Wilson,Real Estate,North,2024-10-26,46032406.15,31021843.783472527,Working Capital,2,12.44,28298160.9,414,Critical,8.52,21437557.95,5.33,Rejected,RM3448,Risk,Origination Data,Origination Data
APP100433,ORG26939,Quinn and Sons,Telecommunications,West,2024-01-05,39954542.5,24378340.209134474,Business Expansion,9,10.95,52794650.13,723,Medium,2.18,28500046.65,-1.55,Approved,RM3344,Risk,Origination Data,Origination Data
APP100434,ORG26268,"Stephens, Stuart and Cain",Healthcare,West,2025-08-02,36431729.72,27008204.843593914,Debt Refinancing,5,5.51,42474420.02,584,High,2.59,67726538.77,-0.18,Rejected,RM4480,Risk,Origination Data,Origination Data
APP100435,ORG24497,Rodriguez and Sons,IT Services,Central,2025-01-11,39386338.73,36155042.662430845,Infrastructure Development,5,5.08,20528045.48,690,Medium,7.85,73373280.37,20.68,Rejected,RM4164,Risk,Origination Data,Origination Data
APP100436,ORG20734,Ayala Inc,IT Services,West,2025-03-08,10224653.41,7367202.1484134095,Infrastructure Development,2,9.89,9744110.84,668,Medium,5.1,10579866.3,-4.63,Rejected,RM6154,Risk,Origination Data,Origination Data
APP100437,ORG25331,"Perry, Humphrey and Ingram",Finance,West,2025-03-30,1562748.14,1213866.3780303672,Infrastructure Development,4,8.22,1880742.91,612,Medium,9.61,71084591.78,3.38,Pending,RM3048,Risk,Origination Data,Origination Data
APP100438,ORG29346,Collins Inc,IT Services,South,2025-06-08,29425088.26,21011997.1848278,R&D Investment,13,10.66,16476716.75,853,Low,3.2,25745084.95,10.06,Pending,RM3776,Risk,Origination Data,Origination Data
APP100439,ORG21709,Elliott-Phillips,Manufacturing,South,2025-02-05,19275064.87,13397948.932726666,R&D Investment,1,12.9,11024632.47,866,Low,8.58,52939025.73,39.49,Approved,RM7993,Risk,Origination Data,Origination Data
APP100440,ORG24937,Williams Group,Retail,North,2025-06-08,15283576.11,13944665.296022015,Debt Refinancing,2,14.08,9115859.51,525,High,4.63,13321512.69,26.34,Rejected,RM7160,Risk,Origination Data,Origination Data
APP100441,ORG28254,Newton-Mendoza,Finance,Central,2025-03-16,19962128.78,16692111.876432123,Infrastructure Development,6,9.17,12689851.38,802,Low,7.38,57976353.88,26.3,Approved,RM9662,Risk,Origination Data,Origination Data
APP100442,ORG24669,"Mitchell, Leach and Thomas",Retail,East,2023-11-19,33472667.13,25052257.365206465,Debt Refinancing,7,7.74,47697909.75,798,Low,8.18,12143635.44,18.08,Approved,RM1333,Risk,Origination Data,Origination Data
APP100443,ORG25624,Sullivan-Velazquez,Construction,West,2024-04-28,30048933.87,21085507.122732803,Equipment Purchase,13,10.65,15865675.7,490,High,5.64,27549491.11,36.4,Rejected,RM8017,Risk,Origination Data,Origination Data
APP100444,ORG21087,"Nolan, Mahoney and York",Construction,South,2025-01-09,5984505.66,5260101.543469307,Infrastructure Development,12,12.66,3562976.25,565,High,1.6,17724356.84,0.68,Pending,RM5928,Risk,Origination Data,Origination Data
APP100445,ORG28973,"Greer, Thornton and Smith",Telecommunications,Central,2025-09-08,18478972.32,14832124.054029357,Equipment Purchase,11,6.31,24662421.96,554,High,5.06,99350781.41,5.32,Pending,RM9177,Risk,Origination Data,Origination Data
APP100446,ORG21321,"Davis, Sims and Gonzalez",Retail,North,2025-07-23,35213213.03,22337124.813417602,R&D Investment,7,10.31,21870887.83,534,High,8.17,88301665.39,30.42,Rejected,RM6701,Risk,Origination Data,Origination Data
APP100447,ORG22961,Lozano PLC,IT Services,East,2025-03-21,11762732.47,10763322.465114396,Debt Refinancing,11,12.4,10278835.04,560,High,9.89,75678312.93,20.66,Pending,RM6325,Risk,Origination Data,Origination Data
APP100448,ORG27037,Parker-Escobar,Construction,East,2025-06-02,6861283.69,0.0,Business Expansion,9,10.97,4107624.91,586,High,4.01,13103996.13,7.93,Rejected,RM1793,Risk,Origination Data,Origination Data
APP100449,ORG23464,"Edwards, Taylor and Cisneros",Real Estate,East,2024-03-14,24270601.56,21902450.576989383,R&D Investment,8,9.77,35893178.73,403,Critical,5.44,78250513.88,24.25,Rejected,RM9450,Risk,Origination Data,Origination Data
APP100450,ORG29816,Goodwin Inc,Manufacturing,North,2024-09-08,30587592.7,24285111.57947518,Infrastructure Development,2,4.58,37656470.24,511,High,2.61,21706411.33,37.27,Approved,RM5616,Risk,Origination Data,Origination Data
APP100451,ORG29894,Myers-Mccoy,Real Estate,South,2024-01-16,17058145.06,12545677.999526395,Working Capital,3,4.75,19569519.22,435,Critical,5.02,83120958.29,1.31,Pending,RM6962,Risk,Origination Data,Origination Data
APP100452,ORG25248,White LLC,Healthcare,Central,2025-05-27,14616943.91,12585358.306898525,Equipment Purchase,9,6.93,12552786.93,702,Medium,3.98,42948940.53,29.78,Pending,RM5769,Risk,Origination Data,Origination Data
APP100453,ORG27528,"Bailey, Martinez and Mendoza",Construction,West,2023-12-27,43144320.23,39314188.6362555,Infrastructure Development,9,6.59,34778451.07,480,High,9.97,41292349.37,40.0,Approved,RM3729,Risk,Origination Data,Origination Data
APP100454,ORG28073,Stephens-Jensen,Healthcare,West,2025-03-20,14193939.7,9430804.011977555,Debt Refinancing,12,13.69,19019659.11,662,Medium,3.84,60676019.86,24.92,Pending,RM8020,Risk,Origination Data,Origination Data
APP100455,ORG22537,"Smith, Bray and Davis",Retail,East,2025-05-05,20951544.73,12687340.996957714,Working Capital,1,5.78,18964315.25,488,High,9.84,29230724.72,35.73,Rejected,RM8189,Risk,Origination Data,Origination Data
APP100456,ORG21656,Carey Inc,Telecommunications,East,2024-01-03,2188466.13,1587139.575974028,R&D Investment,11,11.68,3222039.32,303,Critical,5.62,90864003.1,24.33,Rejected,RM6633,Risk,Origination Data,Origination Data
APP100457,ORG25205,"Perry, Holloway and Williams",Telecommunications,Central,2024-08-05,30470033.16,29526811.019378595,R&D Investment,3,10.22,27207477.34,523,High,8.24,85439548.54,35.58,Rejected,RM5928,Risk,Origination Data,Origination Data
APP100458,ORG28612,Lyons-Wilson,Construction,East,2025-02-22,27505489.81,17552488.32935148,Equipment Purchase,13,12.68,31285052.04,859,Low,6.35,77488763.77,28.49,Pending,RM4858,Risk,Origination Data,Origination Data
APP100459,ORG28395,Butler LLC,Retail,South,2025-07-08,48948516.9,33819557.59267814,Working Capital,2,4.92,38960304.66,466,High,4.05,69091501.19,3.69,Approved,RM4075,Risk,Origination Data,Origination Data
APP100460,ORG24456,Russo-White,Real Estate,Central,2025-07-28,5089889.42,4860593.2169668395,R&D Investment,12,12.01,5670109.79,419,Critical,4.79,76161822.87,1.09,Rejected,RM7224,Risk,Origination Data,Origination Data
APP100461,ORG27249,Kim-Solomon,Transport,West,2024-11-26,589599.57,489963.01052697195,Equipment Purchase,12,5.13,341686.9,776,Low,6.58,85785463.08,22.29,Approved,RM2371,Risk,Origination Data,Origination Data
APP100462,ORG26178,Martin PLC,Retail,South,2024-05-25,14134486.25,11006236.682102043,Equipment Purchase,5,4.69,12650943.29,864,Low,6.45,67354658.49,26.15,Approved,RM4158,Risk,Origination Data,Origination Data
APP100463,ORG29893,Moore PLC,Real Estate,East,2024-11-15,38397552.57,31949895.158479076,Debt Refinancing,12,13.12,54729385.93,517,High,4.95,56346605.39,13.83,Approved,RM8786,Risk,Origination Data,Origination Data
APP100464,ORG20946,Hensley Ltd,Telecommunications,North,2024-11-15,16776544.07,15737066.650113929,R&D Investment,4,10.13,19350104.27,830,Low,5.66,54958741.11,38.37,Approved,RM1321,Risk,Origination Data,Origination Data
APP100465,ORG21525,Williams-Nolan,Healthcare,Central,2023-11-07,16691203.61,11682611.744510993,Working Capital,11,9.86,11386726.16,770,Low,5.32,22402932.24,-4.81,Approved,RM3209,Risk,Origination Data,Origination Data
APP100466,ORG28151,"Robbins, Rodgers and Williams",Real Estate,East,2025-02-23,6397294.1,0.0,Working Capital,15,7.91,6564848.78,593,High,5.07,31981519.21,7.01,Rejected,RM7477,Risk,Origination Data,Origination Data
APP100467,ORG24671,Tate and Sons,Telecommunications,West,2023-12-11,18296326.07,16059425.971664915,Working Capital,6,9.06,17029748.78,740,Medium,9.95,35779696.79,7.13,Rejected,RM9607,Risk,Origination Data,Origination Data
APP100468,ORG25022,Blair-Smith,Telecommunications,North,2024-05-15,23299529.25,18669004.059200354,Working Capital,4,6.83,16145619.26,427,Critical,9.19,11775901.65,39.55,Pending,RM8288,Risk,Origination Data,Origination Data
APP100469,ORG29455,Peterson-Hayes,Finance,West,2024-11-06,1306545.46,1141686.1402954909,Infrastructure Development,10,14.0,723388.26,810,Low,3.87,99401962.34,36.61,Approved,RM8649,Risk,Origination Data,Origination Data
APP100470,ORG21407,Richardson LLC,Manufacturing,North,2024-04-17,18704083.55,17317945.122246582,Business Expansion,5,6.87,9737512.7,508,High,9.85,58357227.82,14.26,Rejected,RM7829,Risk,Origination Data,Origination Data
APP100471,ORG27616,"Mcintyre, Briggs and Rhodes",Real Estate,South,2025-01-06,40409312.22,39779353.34251648,Equipment Purchase,9,4.91,33839765.51,514,High,2.69,52898034.7,30.52,Approved,RM8944,Risk,Origination Data,Origination Data
APP100472,ORG28729,Robertson LLC,Manufacturing,South,2024-09-09,44492242.96,41994569.45874318,R&D Investment,15,8.83,50448286.13,754,Low,7.66,74424620.44,16.31,Approved,RM4741,Risk,Origination Data,Origination Data
APP100473,ORG23142,Wheeler-Bradley,Manufacturing,Central,2025-10-03,5342014.93,3505115.4681013445,Business Expansion,4,7.06,6514480.88,502,High,4.12,61313276.97,6.11,Rejected,RM3394,Risk,Origination Data,Origination Data
APP100474,ORG22831,Robinson Inc,Transport,North,2023-11-11,2176659.75,1681536.5892384767,Infrastructure Development,8,4.66,1804957.32,472,High,1.24,53009646.2,3.58,Rejected,RM6991,Risk,Origination Data,Origination Data
APP100475,ORG27416,"Miller, Lang and Hinton",Construction,Central,2023-12-25,19145904.64,15303184.134643078,Business Expansion,8,6.53,16373615.45,379,Critical,9.88,19575436.16,1.45,Rejected,RM1975,Risk,Origination Data,Origination Data
APP100476,ORG28303,"Cruz, Cochran and Henderson",Construction,Central,2025-07-20,3614111.45,3322855.6837994684,Infrastructure Development,4,11.34,3375672.39,824,Low,1.46,14436336.08,-7.25,Approved,RM5150,Risk,Origination Data,Origination Data
APP100477,ORG22395,"Robinson, Marshall and Larson",Telecommunications,East,2025-06-06,37587731.69,34562329.06540854,Business Expansion,8,10.92,48001017.43,305,Critical,8.71,59510344.21,39.61,Pending,RM2364,Risk,Origination Data,Origination Data
APP100478,ORG26562,Galvan-Garrison,Manufacturing,South,2024-01-27,10065675.46,7161677.727611041,Infrastructure Development,6,12.14,8871072.85,745,Medium,5.74,34954473.25,0.61,Approved,RM4141,Risk,Origination Data,Origination Data
APP100479,ORG21487,Valencia-Pruitt,Real Estate,East,2025-07-18,652733.92,0.0,R&D Investment,13,14.42,349873.36,670,Medium,3.35,64943698.45,13.79,Approved,RM5427,Risk,Origination Data,Origination Data
APP100480,ORG29193,Carter Ltd,Finance,North,2024-04-01,48088931.99,31467145.01516686,Infrastructure Development,10,11.5,29032069.52,742,Medium,5.96,72236991.67,15.95,Pending,RM6220,Risk,Origination Data,Origination Data
APP100481,ORG22193,Duarte LLC,Manufacturing,South,2025-01-24,24267933.25,17365132.980701283,Debt Refinancing,10,5.05,22080996.12,421,Critical,7.29,41734029.69,30.48,Approved,RM1124,Risk,Origination Data,Origination Data
